,Name,Group,Class,id,short_id,display_name,hint,cited_by_count,works_count,external_id
3,"Gupta, Rangan",T,HCP,https://openalex.org/A5015669404,authors/A5015669404,Rangan Gupta,"University of Pretoria, South Africa",29959.0,1571.0,
0,"Lee, Chien-Chiang",T,HCP,https://openalex.org/A5048052041,authors/A5048052041,Chien‐Chiang Lee,"Nanchang University, China",37456.0,618.0,https://orcid.org/0000-0003-0037-4347
0,"Bouri, Elie",T,HCP,https://openalex.org/A5071230295,authors/A5071230295,Elie Bouri,"Holy Spirit University of Kaslik, Lebanon",26454.0,466.0,https://orcid.org/0000-0003-2628-5027
1,"Tiwari, Aviral Kumar",T,HCP,https://openalex.org/A5062136150,authors/A5062136150,Aviral Kumar Tiwari,"Magadh University, India",22981.0,712.0,https://orcid.org/0000-0002-1822-9263
1,Xuan Vinh Vo,T,HCP,https://openalex.org/A5001100407,authors/A5001100407,Xuan Vinh Vo,University of Economics and Law,15891.0,383.0,https://orcid.org/0000-0002-3868-8176
1,"Kong, Dongmin",T,HCP,https://openalex.org/A5056520084,authors/A5056520084,Dongmin Kong,"Huazhong University of Science and Technology, China",6464.0,247.0,https://orcid.org/0000-0001-5981-0452
0,"Kraus, Sascha",T,HCP,https://openalex.org/A5055158022,authors/A5055158022,Sascha Kraus,"University of Siegen, Germany",40227.0,586.0,https://orcid.org/0000-0003-4886-7482
0,"Goodell, John W.",T,HCP,https://openalex.org/A5025970919,authors/A5025970919,John W. Goodell,"University of Akron, USA",11590.0,300.0,https://orcid.org/0000-0003-4126-9244
0,"Lin, Boqiang",T,HCP,https://openalex.org/A5003679114,authors/A5003679114,Boqiang Lin,"Xiamen University, China",53690.0,991.0,https://orcid.org/0000-0002-1308-400X
0,"Lucey, Brian M.",C,ERC,https://openalex.org/A5010285399,authors/A5010285399,Brian M. Lucey,"Trinity College Dublin, Ireland",28383.0,696.0,https://orcid.org/0000-0002-4052-8235
0,"Hammoudeh, Shawkat",T,HCP,https://openalex.org/A5038883380,authors/A5038883380,Shawkat Hammoudeh,"University of Economics Ho Chi Minh City, Viet Nam",20867.0,427.0,https://orcid.org/0000-0002-5455-5453
1,"Ji, Qiang",T,HCP,https://openalex.org/A5083070771,authors/A5083070771,Qiang Ji,"Zigong First People's Hospital, China",21788.0,367.0,https://orcid.org/0000-0002-3502-5254
2,"Ma, Feng",T,HCP,https://openalex.org/A5024131822,authors/A5024131822,Feng Ma,"Academy of Medical Sciences, UK",7529.0,159.0,https://orcid.org/0000-0002-2975-0118
2,"Shahbaz, Muhammad",T,HCP,https://openalex.org/A5052033177,authors/A5052033177,Muhammad Shahbaz,,59273.0,863.0,https://orcid.org/0000-0003-4916-7648
2,"Kang, Sang Hoon",T,HCP,https://openalex.org/A5101545219,authors/A5101545219,Sang Hoon Kang,"University of South Australia, Australia",8511.0,239.0,https://orcid.org/0000-0002-1236-136X
0,"Smyth, Russell",T,HCP,https://openalex.org/A5087969968,authors/A5087969968,Russell Smyth,"Monash University, Australia",24693.0,802.0,https://orcid.org/0000-0001-6593-5462
0,"Uddin, Gazi Salah",T,HCP,https://openalex.org/A5019480291,authors/A5019480291,Gazi Salah Uddin,"Linköping University, Sweden",10985.0,370.0,https://orcid.org/0000-0002-5744-0192
0,"Corbet, Shaen",T,HCP,https://openalex.org/A5019834648,authors/A5019834648,Shaen Corbet,"Dublin City University, Ireland",12384.0,405.0,https://orcid.org/0000-0001-7430-7417
0,"Managi, Shunsuke",T,HCP,https://openalex.org/A5035555297,authors/A5035555297,Shunsuke Managi,"University of Bonn, Germany",22064.0,1020.0,https://orcid.org/0000-0001-7883-1427
0,"Apergis, Nicholas",T,HCP,https://openalex.org/A5108034146,authors/A5108034146,Nicholas Apergis,"University of Piraeus, Greece",26214.0,584.0,https://orcid.org/0000-0002-7433-2871
0,"Audretsch, David B.",T,HCP,https://openalex.org/A5078117070,authors/A5078117070,David B. Audretsch,"Indiana University Bloomington, USA",75282.0,1043.0,https://orcid.org/0000-0002-3815-7762
3,"Chang, Chun-Ping",T,HCP,https://openalex.org/A5053491075,authors/A5053491075,Chun‐Ping Chang,"Shih Chien University, Taiwan, Province of China",13654.0,328.0,https://orcid.org/0000-0003-1782-4551
0,"Shahzad, Syed Jawad Hussain",T,HCP,https://openalex.org/A5021804779,authors/A5021804779,Syed Jawad Hussain Shahzad,"Montpellier Business School, France",16352.0,303.0,https://orcid.org/0000-0003-3511-6057
0,"Vrontis, Demetris",T,HCP,https://openalex.org/A5040844824,authors/A5040844824,Demetris Vrontis,"University of Nicosia, Cyprus",20986.0,767.0,https://orcid.org/0000-0001-7570-6241
0,"Wang, Shouyang",T,HCP,https://openalex.org/A5078558986,authors/A5078558986,Shouyang Wang,"Chinese Academy of Social Sciences, China",39541.0,1341.0,https://orcid.org/0000-0001-5773-998X
0,"Umar, Muhammad",T,HCP,https://openalex.org/A5100756987,authors/A5100756987,Muhammad Umar,"Lebanese American University, Lebanon",19122.0,272.0,https://orcid.org/0000-0001-5773-5954
0,"Mensi, Walid",T,HCP,https://openalex.org/A5021863807,authors/A5021863807,Walid Mensi,"University of Economics Ho Chi Minh City, Viet Nam",11443.0,236.0,https://orcid.org/0000-0003-2126-0787
0,"Parida, Vinit",T,HCP,https://openalex.org/A5090362709,authors/A5090362709,Vinit Parida,"Luleå University of Technology, Sweden",22460.0,331.0,https://orcid.org/0000-0003-3255-414X
0,"Wen, Fenghua",T,HCP,https://openalex.org/A5010789733,authors/A5010789733,Fenghua Wen,"Central South University, China",8576.0,214.0,https://orcid.org/0000-0003-2991-3981
0,"Umar, Zaghum",T,HCP,https://openalex.org/A5021559309,authors/A5021559309,Zaghum Umar,"Zayed University, United Arab Emirates",6601.0,160.0,
0,"De Massis, Alfredo",T,HCP,https://openalex.org/A5062289104,authors/A5062289104,Alfredo De Massis,"Zhejiang International Studies University, China",19380.0,485.0,https://orcid.org/0000-0001-5552-6497
0,"Guedhami, Omrane",T,HCP,https://openalex.org/A5043790847,authors/A5043790847,Omrane Guedhami,"University of South Carolina, USA",19375.0,308.0,https://orcid.org/0000-0002-3945-8313
0,"Sensoy, Ahmet",T,HCP,https://openalex.org/A5090267717,authors/A5090267717,Ahmet Şensoy,,7899.0,195.0,
0,"Guedhami, Omrane",C,Moskowitz Prize,https://openalex.org/A5043790847,authors/A5043790847,Omrane Guedhami,"University of South Carolina, USA",19375.0,308.0,https://orcid.org/0000-0002-3945-8313
0,"Dong, Kangyin",T,HCP,https://openalex.org/A5033003201,authors/A5033003201,Kangyin Dong,"Johns Hopkins University, USA",18874.0,280.0,https://orcid.org/0000-0002-5776-1498
0,"Dwivedi, Yogesh K.",T,HCP,https://openalex.org/A5048622877,authors/A5048622877,Yogesh K. Dwivedi,"King Fahd University of Petroleum and Minerals, Saudi Arabia",86890.0,944.0,https://orcid.org/0000-0002-5547-9990
3,"Kumar, Satish",T,HCP,https://openalex.org/A5100777365,authors/A5100777365,Satish Kumar,"University of Lisbon, Portugal",34585.0,396.0,https://orcid.org/0000-0001-5200-1476
0,"Paul, Justin",T,HCP,https://openalex.org/A5078843987,authors/A5078843987,Justin Paul,"Corvinus University of Budapest, Hungary",31747.0,292.0,https://orcid.org/0000-0001-5062-8371
0,"Taghizadeh-Hesary, Farhad",T,HCP,https://openalex.org/A5086567248,authors/A5086567248,Farhad Taghizadeh–Hesary,"Tokai University, Japan",19718.0,567.0,https://orcid.org/0000-0001-5446-7093
2,"Gozgor, Giray",T,HCP,https://openalex.org/A5015669404,authors/A5015669404,Rangan Gupta,"University of Pretoria, South Africa",29959.0,1571.0,
1,"Wincent, Joakim",T,HCP,https://openalex.org/A5019143179,authors/A5019143179,Joakim Wincent,"University of St. Gallen, Switzerland",12738.0,250.0,https://orcid.org/0000-0002-8770-8874
0,"Roubaud, David",T,HCP,https://openalex.org/A5050337531,authors/A5050337531,David Roubaud,"Institute of Management Technology, India",23256.0,230.0,https://orcid.org/0000-0003-3827-6187
0,"Grewal, Dhruv",T,HCP,https://openalex.org/A5076693618,authors/A5076693618,Dhruv Grewal,"Boston University, USA",59952.0,357.0,https://orcid.org/0000-0002-7046-6063
0,"Naeem, Muhammad Abubakr",T,HCP,https://openalex.org/A5039331964,authors/A5039331964,Muhammad Abubakr Naeem,,11568.0,255.0,https://orcid.org/0000-0001-6962-3175
0,"El Ghoul, Sadok",C,Moskowitz Prize,https://openalex.org/A5091466387,authors/A5091466387,Sadok El Ghoul,"Dalhousie University, Canada",14815.0,251.0,https://orcid.org/0000-0002-9405-6114
4,"Song, Malin",T,HCP,https://openalex.org/A5054746075,authors/A5054746075,Malin Song,"Anhui University of Finance and Economics, China",16830.0,319.0,
0,"Yousaf, Imran",T,HCP,https://openalex.org/A5087544432,authors/A5087544432,Imran Yousaf,"University of Jordan, Jordan",5483.0,153.0,https://orcid.org/0000-0003-1968-293X
0,"Su, Chi-Wei",T,HCP,https://openalex.org/A5079462108,authors/A5079462108,Chi‐Wei Su,"Qingdao University, China",14710.0,439.0,https://orcid.org/0000-0001-9722-8105
0,"Abedin, Mohammad Zoynul",T,HCP,https://openalex.org/A5047331779,authors/A5047331779,Mohammad Zoynul Abedin,"Swansea University, UK",5528.0,258.0,https://orcid.org/0000-0002-4688-0619
0,"Budhwar, Pawan",T,HCP,https://openalex.org/A5055856506,authors/A5055856506,Pawan Budhwar,"Aston University, UK",19251.0,456.0,https://orcid.org/0000-0001-8915-6172
0,"Dabic, Marina",T,HCP,https://openalex.org/A5017353394,authors/A5017353394,Marina Dabić,"University of International Business and Economics, China",12254.0,426.0,https://orcid.org/0000-0001-8374-9719
0,"Lim, Weng Marc",T,HCP,https://openalex.org/A5045594204,authors/A5045594204,Weng Marc Lim,"Jaipuria Institute of Management, India",33525.0,398.0,https://orcid.org/0000-0001-7196-1923
0,"Churchill, Sefa Awaworyi",T,HCP,https://openalex.org/A5053415289,authors/A5053415289,Sefa Awaworyi Churchill,"MIT University, North Macedonia",7073.0,215.0,https://orcid.org/0000-0002-1930-9177
0,"Dhir, Amandeep",T,HCP,https://openalex.org/A5008359350,authors/A5008359350,Amandeep Dhir,"University of Agder, Norway",29920.0,311.0,
3,"Wright, Mike",T,HCP,https://openalex.org/A5102961182,authors/A5102961182,Mike Wright,"King's College London, UK",68533.0,749.0,
0,"Shepherd, Dean A.",C,Several awards,https://openalex.org/A5011084627,authors/A5011084627,Dean A. Shepherd,"University of Notre Dame, USA",55470.0,489.0,https://orcid.org/0000-0003-4269-1826
1,"Lau, Chi Keung",T,HCP,https://openalex.org/A5032606372,authors/A5032606372,Chi-Keung Lau,,175.0,11.0,
3,"Urquhart, Andrew",T,HCP,https://openalex.org/A5087571137,authors/A5087571137,Michael P. Clements,"ICMA Centre, UK",9704.0,236.0,https://orcid.org/0000-0001-6329-1341
1,"Vismara, Silvio",T,HCP,https://openalex.org/A5007113028,authors/A5007113028,Silvio Vismara,"University of Bergamo, Italy",10585.0,290.0,https://orcid.org/0000-0001-5411-0326
4,"Zhang, Dayong",T,HCP,https://openalex.org/A5050809806,authors/A5050809806,Dayong Zhang,"Dalian Ocean University, China",16323.0,277.0,https://orcid.org/0000-0001-8722-176X
6,"Hao, Yu",T,HCP,https://openalex.org/A5039417974,authors/A5039417974,Yu Hao,"Chinese Academy of Sciences, China",2458.0,79.0,https://orcid.org/0000-0002-6119-9397
0,"Shepherd, Dean A.",T,HCP,https://openalex.org/A5011084627,authors/A5011084627,Dean A. Shepherd,"University of Notre Dame, USA",55470.0,489.0,https://orcid.org/0000-0003-4269-1826
4,"Acemoglu, Daron",C,Nobel Prize,https://openalex.org/A5113776429,authors/A5113776429,Elhanan Helpman,"Harvard University Press, USA",58013.0,396.0,
0,"List, John A.",C,R._K._Cho_Economics_Prize,https://openalex.org/A5083530241,authors/A5083530241,John A. List,"University of Chicago, USA",45653.0,887.0,https://orcid.org/0000-0002-1740-3848
0,"Gubareva, Mariya",T,HCP,https://openalex.org/A5036032433,authors/A5036032433,Mariya Gubareva,"University of Lisbon, Portugal",3184.0,114.0,https://orcid.org/0000-0001-6829-7021
0,"Demir, Ender",T,HCP,https://openalex.org/A5078880859,authors/A5078880859,Ender Demir,"Reykjavík University, Iceland",8308.0,199.0,https://orcid.org/0000-0003-4034-269X
1,"Kumar, V.",T,HVP,https://openalex.org/A5102961473,authors/A5102961473,V. Kumar,"MetroHealth, USA",19696.0,163.0,
0,"Karim, Sitara",T,HCP,https://openalex.org/A5035670625,authors/A5035670625,Sitara Karim,"University of Nottingham Malaysia Campus, Malaysia",5560.0,142.0,https://orcid.org/0000-0001-5086-6230
0,"Boubaker, Sabri",T,HCP,https://openalex.org/A5081676508,authors/A5081676508,Sabri Boubaker,"Vietnam National University, Hanoi, Viet Nam",10728.0,360.0,https://orcid.org/0000-0002-6416-2952
0,"Yarovaya, Larisa",T,HCP,https://openalex.org/A5052979321,authors/A5052979321,Larisa Yarovaya,"Anglia Ruskin University, UK",11979.0,163.0,https://orcid.org/0000-0002-9638-2917
6,"Zhang, Dongyang",T,HCP,https://openalex.org/A5082977497,authors/A5082977497,Dongyang Zhang,"Shanghai Ship and Shipping Research Institute, China",6558.0,113.0,https://orcid.org/0000-0002-4053-8476
0,"Aguinis, Herman",T,HCP,https://openalex.org/A5067660877,authors/A5067660877,Herman Aguinis,"George Washington University, USA",39062.0,353.0,https://orcid.org/0000-0002-3485-9484
0,"Mirza, Nawazish",T,HCP,https://openalex.org/A5030355028,authors/A5030355028,Nawazish Mirza,"Excelia Business School, France",8385.0,220.0,https://orcid.org/0000-0003-4265-9519
0,"Bouncken, Ricarda B.",T,HCP,https://openalex.org/A5023850919,authors/A5023850919,Ricarda B. Bouncken,"University of Bayreuth, Germany",10259.0,333.0,https://orcid.org/0000-0003-0510-7491
0,"Ren, Xiaohang",T,HCP,https://openalex.org/A5077214780,authors/A5077214780,Xiaohang Ren,"Central South University, China",9421.0,212.0,https://orcid.org/0000-0002-9097-580X
0,"Del Giudice, Manlio",T,HCP,https://openalex.org/A5046384052,authors/A5046384052,Manlio Del Giudice,"National Research University Higher School of Economics, Russian Federation",15106.0,276.0,https://orcid.org/0000-0002-2389-4495
6,"Yan, Cheng",T,HCP,https://openalex.org/A5100378083,authors/A5100378083,Cheng Yan,"Fudan University, China",22448.0,1124.0,https://orcid.org/0000-0002-4909-439X
0,"Gabauer, David",T,HCP,https://openalex.org/A5079473216,authors/A5079473216,David Gabauer,"Lincoln University - Pennsylvania, USA",8004.0,132.0,https://orcid.org/0000-0003-2465-5741
0,"Hollebeek, Linda D.",T,HCP,https://openalex.org/A5068350949,authors/A5068350949,Linda D. Hollebeek,"Tallinn University of Technology, Estonia",23923.0,176.0,https://orcid.org/0000-0002-1282-0319
0,"Zhou, Kevin Zheng",T,HCP,https://openalex.org/A5110749191,authors/A5110749191,Kevin Zheng Zhou,"University of Hong Kong, Hong Kong",19359.0,184.0,
1,"Su, Bin",T,HCP,https://openalex.org/A5057203555,authors/A5057203555,Bin Su,"Xi'an University of Science and Technology, China",15005.0,292.0,https://orcid.org/0000-0003-4273-7054
0,"Lee, Chi-Chuan",T,HCP,https://openalex.org/A5082666630,authors/A5082666630,Chi‐Chuan Lee,"City University of Macau, Macao",6484.0,107.0,https://orcid.org/0000-0003-0644-1168
0,"Petruzzelli, Antonio Messeni",T,HCP,https://openalex.org/A5025430409,authors/A5025430409,Antonio Messeni Petruzzelli,"Polytechnic University of Bari, Italy",13808.0,234.0,https://orcid.org/0000-0002-6852-5167
0,"Ntim, Collins G.",T,HCP,https://openalex.org/A5043169421,authors/A5043169421,Collins G. Ntim,"King Fahd University of Petroleum and Minerals, Saudi Arabia",12431.0,272.0,https://orcid.org/0000-0002-1042-4056
0,"Gorodnichenko, Yuriy",C,R._K._Cho_Economics_Prize,https://openalex.org/A5017568125,authors/A5017568125,Yuriy Gorodnichenko,"National Bureau of Economic Research, USA",22989.0,641.0,https://orcid.org/0000-0002-3639-4254
3,"Zhang, Bing",T,HCP,https://openalex.org/A5100389664,authors/A5100389664,Bing Zhang,"Kunming University of Science and Technology, China",38914.0,784.0,https://orcid.org/0000-0001-8676-2425
2,"Shao, Shuai",T,HCP,https://openalex.org/A5000043923,authors/A5000043923,Shuai Shao,"Tongji University, China",15329.0,182.0,https://orcid.org/0000-0002-9525-6310
0,"Ritala, Paavo",T,HCP,https://openalex.org/A5047360486,authors/A5047360486,Paavo Ritala,"Luleå University of Technology, Sweden",13618.0,260.0,https://orcid.org/0000-0002-8525-4610
8,"Wu, Haitao",T,HCP,https://openalex.org/A5100757796,authors/A5100757796,Haitao Wu,"Xihua University, China",8000.0,155.0,https://orcid.org/0000-0003-3173-3322
0,"Ribeiro-Soriano, Domingo",T,HCP,https://openalex.org/A5032073164,authors/A5032073164,Domingo Ribeiro Soriano,"Universitat de València, Spain",12640.0,268.0,https://orcid.org/0000-0003-3222-9101
0,"Bresciani, Stefano",T,HCP,https://openalex.org/A5028407190,authors/A5028407190,Stefano Bresciani,"Department of Medical Sciences, Belarus",10556.0,187.0,https://orcid.org/0000-0003-0321-9174
0,"Palmatier, Robert W.",T,HCP,https://openalex.org/A5110487435,authors/A5110487435,Robert W. Palmatier,"University of Washington, USA",18183.0,179.0,
1,"Wirtz, Jochen",T,HCP,https://openalex.org/A5064998398,authors/A5064998398,Jochen Wirtz,"National University of Singapore, Singapore",24356.0,359.0,
0,"Nepal, Rabindra",T,HCP,https://openalex.org/A5089150146,authors/A5089150146,Rabindra Nepal,"University of Wollongong, Australia",5591.0,262.0,https://orcid.org/0000-0001-9378-6206
0,"Frattini, Federico",T,HCP,https://openalex.org/A5044315503,authors/A5044315503,Federico Frattini,"Fondazione Eni Enrico Mattei, Italy",11464.0,246.0,https://orcid.org/0000-0001-5100-3605
6,"Gong, Xu",T,HCP,https://openalex.org/A5060668195,authors/A5060668195,Xu Gong,,4369.0,134.0,https://orcid.org/0000-0002-0862-2766
2,"Dong, Xiucheng",T,HCP,https://openalex.org/A5018715180,authors/A5018715180,Xiucheng Dong,"Dalian Ocean University, China",8948.0,187.0,https://orcid.org/0000-0002-4597-0356
0,"Sunde, Uwe",C,Gossen_Prize,https://openalex.org/A5021689391,authors/A5021689391,Uwe Sunde,"Center for Economic and Policy Research, USA",15337.0,298.0,https://orcid.org/0000-0002-2110-7822
4,"Zhou, Guofu",T,HCP,https://openalex.org/A5064263084,authors/A5064263084,Guofu Zhou,"South China Normal University, China",21335.0,908.0,https://orcid.org/0000-0003-1101-1947
0,"Strack, Philipp",C,John_Bates_Clark_Medal,https://openalex.org/A5020332447,authors/A5020332447,Philipp Strack,"Yale University, USA",1779.0,126.0,https://orcid.org/0000-0002-7960-9243
0,"Ringle, Christian M.",T,HCP,https://openalex.org/A5087109003,authors/A5087109003,Christian M. Ringle,"Universität Hamburg, Germany",189055.0,368.0,https://orcid.org/0000-0002-7027-8804
2,"Fisher, Greg",T,HCP,https://openalex.org/A5101462655,authors/A5101462655,Greg Fisher,"Indiana University Bloomington, USA",5607.0,143.0,https://orcid.org/0000-0001-5773-9947
0,"Aguilera, Ruth V.",T,HCP,https://openalex.org/A5085797169,authors/A5085797169,Ruth V. Aguilera,"Northeastern University, USA",25162.0,264.0,https://orcid.org/0000-0002-1144-1499
0,"Van Nieuwerburgh, Stijn",C,German_Bernacer_Prize,https://openalex.org/A5064406662,authors/A5064406662,Stijn Van Nieuwerburgh,"National Bureau of Economic Research, USA",13498.0,253.0,https://orcid.org/0000-0002-9797-114X
4,"Kaur, Puneet",T,HCP,https://openalex.org/A5008128129,authors/A5008128129,Puneet Kaur,"Guru Nanak Dev University, India",15884.0,204.0,https://orcid.org/0000-0002-8309-8888
0,"Hair, Joseph F.",T,HCP,https://openalex.org/A5021051472,authors/A5021051472,Joseph F. Hair,"University of Alabama, USA",134526.0,289.0,https://orcid.org/0000-0002-9226-9693
5,"Wang, Chih-Wei",T,HCP,https://openalex.org/A5080828847,authors/A5080828847,Chih‐Wei Wang,"National Central University, Taiwan, Province of China",2816.0,119.0,https://orcid.org/0000-0002-6482-6616
0,"Bloom, Nicholas",C,German_Bernacer_Prize,https://openalex.org/A5044421873,authors/A5044421873,Nicholas Bloom,"National Bureau of Economic Research, USA",61031.0,558.0,https://orcid.org/0000-0002-1600-7819
0,"Cifuentes-Faura, Javier",T,HCP,https://openalex.org/A5090021185,authors/A5090021185,Javier Cifuentes‐Faura,"Universidad Politécnica de Cartagena, Spain",5307.0,227.0,https://orcid.org/0000-0001-6763-8525
1,"Qin, Meng",T,HCP,https://openalex.org/A5100739961,authors/A5100739961,Meng Qin,"Collaborative Innovation Center of Advanced Microstructures, China",5098.0,156.0,https://orcid.org/0000-0003-4025-6089
0,"Sun, Chuanwang",T,HCP,https://openalex.org/A5072227383,authors/A5072227383,Chuanwang Sun,"Xiamen University, China",9654.0,190.0,https://orcid.org/0000-0002-1900-4699
1,"Feng, Gen-Fu",T,HCP,https://openalex.org/A5100579718,authors/A5100579718,Gen‐Fu Feng,"Xi'an Jiaotong University, China",3787.0,80.0,
0,"Reboredo, Juan C.",T,HCP,https://openalex.org/A5067885599,authors/A5067885599,Juan C. Reboredo,"Universidade de Santiago de Compostela, Spain",9214.0,115.0,https://orcid.org/0000-0003-3912-9410
1,"Miguel, Edward",C,Frisch Medal ,https://openalex.org/A5077506130,authors/A5077506130,Edward Miguel,"National Bureau of Economic Research, USA",35261.0,2667.0,https://orcid.org/0000-0001-6927-709X
0,"Finkelstein, Amy",C,John_Bates_Clark_Medal,https://openalex.org/A5012244489,authors/A5012244489,Amy Finkelstein,"National Bureau of Economic Research, USA",18132.0,380.0,https://orcid.org/0000-0002-9941-6684
6,"Kelly, Bryan",C,Fama-DFA Prize ,https://openalex.org/A5005696029,authors/A5005696029,Bryan T. Kelly,"Hospital for Special Surgery, USA",18120.0,357.0,https://orcid.org/0000-0003-4913-5427
0,"Aghion, Philippe",C,John Von Neumann Award,https://openalex.org/A5084984675,authors/A5084984675,Philippe Aghion,"INSEAD, United Arab Emirates",77972.0,685.0,https://orcid.org/0000-0002-9019-1677
0,"Coibion, Olivier",T,HCP,https://openalex.org/A5034004951,authors/A5034004951,Olivier Coibion,"The University of Texas at Austin, USA",14017.0,373.0,
0,"Donthu, Naveen",T,HCP,https://openalex.org/A5074473734,authors/A5074473734,Naveen Donthu,"Georgia State University, USA",37805.0,188.0,https://orcid.org/0000-0002-8525-3159
0,"Shin, Hyun Song",C,R._K._Cho_Economics_Prize,https://openalex.org/A5027298282,authors/A5027298282,Hyun Song Shin,"Bank for International Settlements, Switzerland",28205.0,488.0,https://orcid.org/0000-0002-0821-2759
7,"Banerjee, Abhijit",C,Nobel Prize,https://openalex.org/A5015565298,authors/A5015565298,Esther Duflo,"National Bureau of Economic Research, USA",62246.0,1393.0,
0,"Van Reenen, John",C,Arrow Prize,https://openalex.org/A5004443266,authors/A5004443266,John Van Reenen,"Institute for Fiscal Studies, UK",53944.0,674.0,https://orcid.org/0000-0001-9153-2907
0,"Sarstedt, Marko",C,Several paper's awards,https://openalex.org/A5053369574,authors/A5053369574,Marko Sarstedt,"Babeș-Bolyai University, Romania",192693.0,526.0,https://orcid.org/0000-0002-5424-4268
2,"Schularick, Moritz",C,Gossen_Prize,https://openalex.org/A5063748244,authors/A5063748244,Alan M. Taylor,"Center for Economic and Policy Research, USA",17794.0,443.0,https://orcid.org/0000-0003-3273-0844
0,"Besley, Timothy",C,John Von Neumann Award,https://openalex.org/A5110757928,authors/A5110757928,Timothy Besley,"World Bank, USA",26132.0,301.0,
0,"Wen, Huwei",T,HCP,https://openalex.org/A5071205039,authors/A5071205039,Huwei Wen,"Nanchang University, China",4349.0,103.0,https://orcid.org/0000-0002-8422-1593
0,"Shleifer, Andrei",C,John_Bates_Clark_Medal,https://openalex.org/A5110890240,authors/A5110890240,Andrei Shleifer,"National Bureau of Economic Research, USA",229132.0,526.0,
0,"Kannan, P. K.",T,HCP,,,,,,,
0,"Zhang, Ning",T,HCP,https://openalex.org/A5100404886,authors/A5100404886,Ning Zhang,"Changchun University of Science and Technology, China",36466.0,1286.0,https://orcid.org/0000-0002-8781-4925
0,"Pathak, Parag A.",C,John_Bates_Clark_Medal,https://openalex.org/A5019266000,authors/A5019266000,Parag A. Pathak,"Massachusetts Institute of Technology, USA",9990.0,228.0,https://orcid.org/0000-0001-8621-3864
0,"Teece, David J.",T,HCP,https://openalex.org/A5016373986,authors/A5016373986,David J. Teece,"University of California, Berkeley, USA",120499.0,508.0,https://orcid.org/0000-0002-0485-798X
2,"He, Feng",T,HCP,https://openalex.org/A5019341061,authors/A5019341061,Feng He,,3885.0,214.0,https://orcid.org/0000-0001-8122-4767
0,"Saez, Emmanuel",C,John_Bates_Clark_Medal,https://openalex.org/A5017685817,authors/A5017685817,Emmanuel Saez,"University of California, Berkeley, USA",45472.0,482.0,
1,"Feng, Chao",T,HCP,https://openalex.org/A5017413913,authors/A5017413913,Chao Feng,"Jiangnan University, China",2001.0,100.0,https://orcid.org/0000-0003-3259-562X
4,"Tian, Xuan",T,HCP,https://openalex.org/A5004735664,authors/A5004735664,Xuan Tian,"Vietnam National University Ho Chi Minh City, Viet Nam",12938.0,147.0,https://orcid.org/0000-0001-5429-3273
8,"Zhao, Xin",T,HCP,https://openalex.org/A5030254419,authors/A5030254419,Xin Zhao,"Qingdao University, China",10002.0,650.0,https://orcid.org/0000-0001-9798-7865
0,"Card, David",C,Nobel Prize,https://openalex.org/A5090324651,authors/A5090324651,David Card,"National Bureau of Economic Research, USA",58428.0,689.0,https://orcid.org/0000-0001-6914-6698
1,"Chesbrough, Henry",T,HCP,https://openalex.org/A5077965593,authors/A5077965593,Henry Chesbrough,"Berkeley College, USA",49763.0,205.0,https://orcid.org/0000-0002-3121-2394
0,"Flavian, Carlos",T,HCP,https://openalex.org/A5044113079,authors/A5044113079,Carlos Flavián,"Universidad de Zaragoza, Spain",25253.0,293.0,https://orcid.org/0000-0001-7118-9013
0,"Serafeim, George",T,HCP,https://openalex.org/A5006610838,authors/A5006610838,George Serafeim,"Harvard University, USA",25144.0,272.0,https://orcid.org/0000-0002-1528-6473
0,"Kowalkowski, Christian",T,HCP,https://openalex.org/A5001255461,authors/A5001255461,Christian Kowalkowski,"Linköping University, Sweden",9095.0,216.0,https://orcid.org/0000-0002-4081-9737
0,"Rizvi, Syed Kumail Abbas",T,HCP,https://openalex.org/A5087925937,authors/A5087925937,Syed Kumail Abbas Rizvi,"Purdue University West Lafayette, USA",4877.0,79.0,https://orcid.org/0000-0003-1246-0912
0,"Giglio, Stefano",C,Moskowitz Prize,https://openalex.org/A5013077462,authors/A5013077462,Stefano Giglio,"National Bureau of Economic Research, USA",9393.0,144.0,https://orcid.org/0000-0002-7703-2671
0,"Haenlein, Michael",T,HCP,https://openalex.org/A5002909072,authors/A5002909072,Michael Haenlein,"University of Liverpool, UK",38419.0,89.0,https://orcid.org/0000-0001-6175-4947
0,"Wooldridge, Jeffrey M.",T,HCP,https://openalex.org/A5084771969,authors/A5084771969,Jeffrey M. Wooldridge,"Michigan State University, USA",82480.0,230.0,https://orcid.org/0000-0002-1579-6406
0,"Du, Kerui",T,HCP,https://openalex.org/A5033994682,authors/A5033994682,Kerui Du,"Xiamen University, China",7718.0,80.0,https://orcid.org/0000-0001-7388-7018
0,"Autor, David",C,Special Heinz Award,https://openalex.org/A5029839974,authors/A5029839974,David Autor,"National Bureau of Economic Research, USA",64073.0,333.0,
1,"Stroebel, Johannes",C,Fischer Black Prize,https://openalex.org/A5072573663,authors/A5072573663,Johannes Stroebel,"National Bureau of Economic Research, USA",10197.0,175.0,https://orcid.org/0000-0002-3926-2353
