source_idx,source_name,era_journal_name,harzing_journal_name,wos_journal_name,n_refs,n_exogenous,frac_exogenous
107631327,Regional Science and Urban Economics,,Regional Science and Urban Economics,REGIONAL SCIENCE AND URBAN ECONOMICS,49154,24918,0.5069
4210181022,World Journal of Entrepreneurship Management and Sustainable Development,,,World Journal of Entrepreneurship Management and Sustainable Development,13635,6919,0.5074
122161766,Journal of Forecasting,,Journal of Forecasting,JOURNAL OF FORECASTING,43506,22085,0.5076
14291815,Journal of Marketing Management,Journal of Marketing Management,Journal of Marketing Management,Journal of Marketing Management,93217,47346,0.5079
2736787908,Asian Academy of Management Journal,Asian Academy of Management Journal,,Asian Academy of Management Journal,12838,6520,0.5079
182689569,Quantitative Finance,,Quantitative Finance,QUANTITATIVE FINANCE,62372,31710,0.5084
66510378,Critical Perspectives on Accounting,Critical Perspectives on Accounting,Critical Perspectives on Accounting,Critical Perspectives on Accounting,60693,30860,0.5085
162526994,International Journal of Market Research,International Journal of Market Research,International Journal of Market Research,INTERNATIONAL JOURNAL OF MARKET RESEARCH,24580,12507,0.5088
2764922153,Central European Journal of Economic Modelling and Econometrics,Central European Journal of Economic Modelling and Econometrics,,Central European Journal of Economic Modelling and Econometrics,2633,1341,0.5093
133770707,Empirica,Empirica,,Empirica,20232,10309,0.5095
73818033,International Journal of Management Practice,International Journal of Management Practice,,,4524,2307,0.5099
4210184829,Central Bank Review,Central Bank Review,,Central Bank Review,5553,2832,0.51
4210171430,Journal of Enterprising Communities People and Places in the Global Economy,Journal of Enterprising Communities: people and places of global economy,,Journal of Enterprising Communities-People and Places in the Global Economy,29983,15297,0.5102
4210200923,Annual Review of Organizational Psychology and Organizational Behavior,,Annual Review of Organizational Psychology and Organiza,Annual Review of Organizational Psychology and Organizational Behavior,26170,13364,0.5107
118298121,Journal of Hospitality Marketing & Management,Journal of Hospitality Marketing and Management,Journal of Hospitality Marketing and Management,Journal of Hospitality Marketing & Management,49113,25090,0.5109
152972827,International Journal of Lean Six Sigma,International Journal of Lean Six Sigma,,International Journal of Lean Six Sigma,34344,17547,0.5109
86301901,Revista de economía aplicada/Revista de economía aplicada,Revista de Economia Aplicada,,,1961,1002,0.511
102896891,Psychology and Marketing,,Psychology and Marketing,PSYCHOLOGY & MARKETING,117494,60076,0.5113
2898307581,Journal of Innovation & Knowledge,Journal of Innovation and Knowledge,,Journal of Innovation & Knowledge,48370,24748,0.5116
2764934467,Iranian economic review,Iranian Economic Review,,,4391,2247,0.5117
81297664,Journal of Chinese Human Resource Management,Journal of Chinese Human Resources Management,,Journal of Chinese Human Resources Management,6510,3332,0.5118
53726244,Journal of Managerial Psychology,,Journal of Managerial Psychology,Journal of Managerial Psychology,43015,22019,0.5119
83511262,International Journal of Productivity and Quality Management,International Journal of Productivity and Quality Management,,,11128,5696,0.5119
41123332,Journal of Knowledge-based Innovation in China,Journal of Knowledge-Based Innovation in China,,,2096,1073,0.5119
144946686,IIMB Management Review,IIMB Management Review,,IIMB Management Review,18944,9699,0.512
2764593888,Journal of Applied Business Research (JABR),Journal of Applied Business Research,,,53345,27315,0.512
196118188,International Journal of Services Economics and Management,"International Journal of Services, Economics and Management",,,2923,1497,0.5121
109960688,Journal of Human Resources in Hospitality & Tourism,Journal of Human Resources in Hospitality & Tourism,,,21306,10915,0.5123
2764945587,International journal of entrepreneurship,International Journal of Entrepreneurship,,,4005,2053,0.5126
134988049,Econometric Reviews,Econometric Reviews,Econometric Reviews,Econometric Reviews,25714,13181,0.5126
41958068,Journal of Consumer Behaviour,Journal of Consumer Behaviour: an international research review,Journal of Consumer Behaviour,Journal of Consumer Behaviour,76060,38997,0.5127
187052734,International Journal of Sustainable Strategic Management,International Journal of Sustainable Strategic Management,,,1829,938,0.5128
2764850437,International Economics,International Economics,,,29010,14885,0.5131
57862637,Journal of Housing Economics,Journal of Housing Economics,Journal of Housing Economics,JOURNAL OF HOUSING ECONOMICS,19662,10092,0.5133
113509650,Journal of the Asia Pacific Economy,,,Journal of the Asia Pacific Economy,28743,14753,0.5133
4306515674,Journal of International Business and Economy,Journal of International Business and Economy,,,2258,1159,0.5133
99768379,Management Learning,Management Learning,Management Learning,MANAGEMENT LEARNING,35758,18360,0.5135
4210215964,South African Journal of Business Management,,,South African Journal of Business Management,27075,13903,0.5135
2737251451,Management Science Letters,Management Science Letters,,,36402,18706,0.5139
141081643,Journal of Innovation Economics & Management,,,Journal of Innovation Economics & Management,15769,8111,0.5144
2764575530,Academy of strategic management journal/Academy of Strategic Management journal,Academy of Strategic Management Journal,,,6085,3134,0.515
16296580,Southern Economic Journal,Southern Economic Journal,Southern Economic Journal,SOUTHERN ECONOMIC JOURNAL,34908,17979,0.515
187179583,International Journal of Wine Business Research,International Journal of Wine Business Research,,,19834,10215,0.515
101788309,Papers of the Regional Science Association,,Papers in Regional Science,PAPERS IN REGIONAL SCIENCE,48489,24990,0.5154
2764742558,International Journal of Marketing Studies,International Journal of Marketing Studies,,,34164,17611,0.5155
37320504,Industrial Management & Data Systems,,Industrial Management and Data Systems,,94431,48675,0.5155
1014724869,Economic Research-Ekonomska Istraživanja,Economic Research,,,104664,53950,0.5155
17986141,Journal of Management Inquiry,Journal of Management Inquiry,Journal of Management Inquiry,JOURNAL OF MANAGEMENT INQUIRY,30772,15880,0.5161
2764616245,Uncertain Supply Chain Management,Uncertain Supply Chain Management,,,5668,2926,0.5162
112380952,FIU hospitality review,FIU Hospitality Review,,,153,79,0.5163
124549413,Journal of Economic Surveys,Journal of Economic Surveys,Journal of Economic Surveys,JOURNAL OF ECONOMIC SURVEYS,75216,38834,0.5163
204305389,Journal of Management Development,Journal of Management Development,Journal of Management Development,JOURNAL OF MANAGEMENT DEVELOPMENT,44946,23227,0.5168
76633192,Journal of Business Ethics,,Journal of Business Ethics,JOURNAL OF BUSINESS ETHICS,465970,240827,0.5168
67177122,Marketing Education Review,Marketing Education Review,,,12830,6633,0.517
134015283,International Journal of Revenue Management,International Journal of Revenue Management,,,2152,1113,0.5172
121026525,Journal of Evolutionary Economics,Journal of Evolutionary Economics,Journal of Evolutionary Economics,JOURNAL OF EVOLUTIONARY ECONOMICS,40193,20795,0.5174
55074384,The B E Journal of Economic Analysis & Policy,BE Journal of Economic Analysis and Policy,,B E Journal of Economic Analysis & Policy,27033,13989,0.5175
4393918861,Turkish journal of islamic economics,,,Turkish Journal of Islamic Economics-TUJISE,672,348,0.5179
2764696955,Issues in Social and Environmental Accounting,Issues in Social and Environmental Accounting,,,2293,1188,0.5181
195188575,Marketing Theory,Marketing Theory: an international review,Marketing Theory,Marketing Theory,31667,16410,0.5182
62905163,Operations Management Research,Operations Management Research,,Operations Management Research,31411,16303,0.519
3835251,Human Performance,,Human Performance,,21818,11325,0.5191
4210237825,International Journal of Ethics and Systems,,,International Journal of Ethics and Systems,21002,10911,0.5195
149838422,International Journal of Value Chain Management,International Journal of Value Chain Management,,International Journal of Value Chain Management,2059,1070,0.5197
38613568,Journal of Change Management,Journal of Change Management,,JOURNAL OF CHANGE MANAGEMENT,20602,10712,0.5199
4387292993,European Management Studies,,,European Management Studies,352,183,0.5199
2764423627,Contemporary Management Research,Contemporary Management Research: an international journal,,,10408,5413,0.5201
184816971,International Journal of Production Economics,,International Journal of Production Economics,,270918,140935,0.5202
2765029640,ESIC MARKET Economic and Business Journal,,,ESIC Market,5151,2680,0.5203
204649255,China Economic Journal,China Economic Journal,,China Economic Journal,6565,3417,0.5205
22315241,FinanzArchiv Public Finance Analysis,Finanzarchiv,FinanzArchiv,FinanzArchiv-European Journal of Public Finance,3303,1720,0.5207
4210188407,Middle East J of Management,,,Middle East Journal of Management,1553,809,0.5209
4210172902,Journal of Institutional and Theoretical Economics JITE,Journal of Institutional and Theoretical Economics,Journal of Institutional and Theoretical Economics,JOURNAL OF INSTITUTIONAL AND THEORETICAL ECONOMICS-ZEITSCHRIFT FUR DIE GESAMTE STAATSWISSENSCHAFT,4912,2559,0.521
126936603,International Regional Science Review,,International Regional Science Review,,17105,8915,0.5212
18436875,International Journal of Electronic Commerce,,International Journal of Electronic Commerce,INTERNATIONAL JOURNAL OF ELECTRONIC COMMERCE,21687,11313,0.5216
86211607,Frontiers of Economics in China,Frontiers of Economics in China: selected publications from Chinese universities,,,3423,1786,0.5218
169221615,Information Economics and Policy,,Information Economics and Policy,INFORMATION ECONOMICS AND POLICY,13709,7159,0.5222
6450948,Issues in Accounting Education,Issues in Accounting Education,Issues in Accounting Education,ISSUES IN ACCOUNTING EDUCATION,13709,7162,0.5224
2764635209,Southern business review,Southern Business Review,,,243,127,0.5226
71377650,Baltic Journal of Economics,Baltic Journal of Economics,,Baltic Journal of Economics,5287,2763,0.5226
2764879640,Global Journal of Flexible Systems Management,Global Journal of Flexible Systems Management,,,31632,16534,0.5227
4210220312,International Journal of Logistics Research and Applications,,International Journal of Logistics Research and Application,International Journal of Logistics-Research and Applications,45736,23911,0.5228
2764665428,Journal of Entrepreneurship Management and Innovation,"Journal of Entrepreneurship, Management and Innovation",,Journal of Entrepreneurship Management and Innovation,17181,8985,0.523
156260212,Research in Economics,Research in Economics,,Research in Economics,20850,10908,0.5232
155589366,Business and Society Review,,,BUSINESS AND SOCIETY REVIEW,20237,10587,0.5232
6243863,Journal of Accounting Education,Journal of Accounting Education,Journal of Accounting Education,,11938,6252,0.5237
2764787901,Meditari Accountancy Research,Meditari: accountancy research,,,502,263,0.5239
2764820232,Review of Business Research,Review of Business Research,,,250,131,0.524
90477801,Journal of transport economics and policy,Journal of Transport Economics and Policy,Journal of Transport Economics and Policy,JOURNAL OF TRANSPORT ECONOMICS AND POLICY,1326,695,0.5241
42911722,International Journal of Economic Policy in Emerging Economies,International Journal of Economic Policy and Emerging Economies,,,3238,1698,0.5244
2898448967,Review of Development Finance,Review of Development Finance,,Review of Development Finance,4306,2258,0.5244
2764472888,Central European Business Review,Central European Business Review,,Central European Business Review,12015,6302,0.5245
4210237570,Recherches économiques de Louvain,Journal of Demographic Economics,,Journal of Demographic Economics,2745,1440,0.5246
4306521912,Pakistan journal of applied economics,Pakistan Journal of Applied Economics,,,1113,585,0.5256
28882882,Organization Studies,Organization Studies,Organization Studies,ORGANIZATION STUDIES,89504,47060,0.5258
121483264,JASSA.,JASSA,,,135,71,0.5259
2764393121,The American Economist,American Economist,,,6500,3420,0.5262
107325288,Social Choice and Welfare,,Social Choice and Welfare,SOCIAL CHOICE AND WELFARE,33071,17401,0.5262
4210183232,Journal of global entrepreneurship research,,,Journal of Global Entrepreneurship Research,21851,11515,0.527
4210208962,AIS Educator Journal,AIS Educator Journal,,,1146,604,0.5271
4210222536,The Southern African Journal of Entrepreneurship and Small Business Management,Southern African Journal of Entrepreneurship and Small Business Management,,,8362,4408,0.5271
4210230920,TEC Empresarial,,,Tec Empresarial,5086,2682,0.5273
68817889,Social enterprise journal,,,Social Enterprise Journal,19096,10071,0.5274
4210202938,Modern Supply Chain Research and Applications,Modern Supply Chain Research and Applications,,,4276,2255,0.5274
69338747,European Economic Review,European Economic Review,European Economic Review,EUROPEAN ECONOMIC REVIEW,108452,57234,0.5277
191693275,Human Resource Development Quarterly,,Human Resource Development Quarterly,Human Resource Development Quarterly,24324,12836,0.5277
3022066471,German Journal of Human Resource Management Zeitschrift für Personalforschung,,German Journal of Human Resource Management,German Journal of Human Resource Management-Zeitschrift fur Personalforschung,17146,9052,0.5279
2764465937,Banks and Bank Systems,Banks and Bank Systems,,Banks and Bank Systems,20227,10679,0.528
201037040,International Journal of Manpower,International Journal of Manpower,International Journal of Manpower,INTERNATIONAL JOURNAL OF MANPOWER,51027,26961,0.5284
180126918,AFRICAN JOURNAL OF BUSINESS MANAGEMENT,African Journal of Business Management,,,106073,56047,0.5284
2764639155,Transnational Corporation Review,Transnational Corporations Review,,Transnational Corporations Review,17400,9198,0.5286
4210170851,Review of Regional Research,,,Review of Regional Research-Jahrbuch fur Regionalwissenschaft,7873,4163,0.5288
4210180518,Asia-Pacific Journal of Risk and Insurance,Asia-Pacific Journal of Risk and Insurance,,,3667,1939,0.5288
4210235882,ZFW – Advances in Economic Geography,,,ZFW-Advances in Economic Geography,2953,1562,0.529
165058066,Resource and Energy Economics,Resource and Energy Economics,,RESOURCE AND ENERGY ECONOMICS,26248,13884,0.529
45682993,Academy of Management Learning and Education,,Academy of Management Learning and Education,Academy of Management Learning & Education,41578,22000,0.5291
4210200021,World Journal of Management,World Journal of Management,,,1476,781,0.5291
19645890,China Economic Review,China Economic Review (Amsterdam),China Economic Review,CHINA ECONOMIC REVIEW,76090,40267,0.5292
4210192575,GLOBAL BUSINESS & FINANCE REVIEW,Global Business and Finance Review,,,5955,3156,0.53
2764978665,Journal of Modern Accounting and Auditing,Journal of Modern Accounting and Auditing,,,6910,3666,0.5305
76295336,Journal of Media Economics,,,JOURNAL OF MEDIA ECONOMICS,5493,2914,0.5305
113237667,Business Horizons,Business Horizons,Business Horizons,BUSINESS HORIZONS,30272,16062,0.5306
4210181410,Insurance Markets and Companies Analyses and Actuarial Computations,Insurance Markets and Companies: Analyses and Actuarial Computations,,,49,26,0.5306
50561683,International Review of Applied Economics,International Review of Applied Economics,International Review of Applied Economics,International Review of Applied Economics,28205,14971,0.5308
7006481,Margin The Journal of Applied Economic Research,,,Margin-Journal of Applied Economic Research,8193,4349,0.5308
173574685,International Journal of Theoretical and Applied Finance,,International Journal of Theoretical and Applied Finance,International Journal of Theoretical and Applied Finance,18249,9689,0.5309
2764696161,Southern African Business Review,Southern African Business Review,,,7168,3806,0.531
4210218909,Journal of Quantitative Economics,,,JOURNAL OF QUANTITATIVE ECONOMICS,15498,8230,0.531
37034968,Journal on Chain and Network Science,Journal on Chain and Network Science,,,5154,2739,0.5314
2738796003,Zbornik radova Ekonomskog fakulteta u Rijeci,,,Zbornik Radova Ekonomskog Fakulteta u Rijeci-Proceedings of Rijeka Faculty of Economics,8270,4397,0.5317
2764518860,Annals of Economics and Statistics,Annals of Economics and Statistics,,,6200,3299,0.5321
154533451,IEEE Transactions on Engineering Management,,IEEE Transactions on Engineering Management,IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT,172855,91971,0.5321
4210232136,Journal of Current Issues & Research in Advertising,,,Journal of Current Issues and Research In Advertising,16472,8766,0.5322
148599315,International Journal of Hospitality Management,International Journal of Hospitality Management,International Journal of Hospitality Management,,217689,115886,0.5323
4210186315,DECISION,,,Decision,14931,7951,0.5325
2764897135,"IIUM Journal Of Economics and Management/International Journal of Economics, Management and Accounting",,,International Journal of Economics Management and Accounting,2748,1464,0.5328
91754907,American Journal of Agricultural Economics,American Journal of Agricultural Economics,American Journal of Agricultural Economics,AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS,54666,29126,0.5328
21260181,IMF Economic Review,IMF Economic Review,IMF Economic Review,IMF Economic Review,17085,9107,0.533
2898574612,Economic Analysis and Policy,Economic Analysis and Policy,,Economic Analysis and Policy,92485,49317,0.5332
143668711,Administrative Science Quarterly,Administrative Science Quarterly,Administrative Science Quarterly,ADMINISTRATIVE SCIENCE QUARTERLY,38238,20400,0.5335
130179515,Economic Record,The Economic Record,Economic Record,ECONOMIC RECORD,19703,10514,0.5336
14567820,The Journal of developing areas,Journal of Developing Areas,Journal of Developing Areas,,26483,14147,0.5342
154565395,International Journal of Services Technology and Management,International Journal of Services Technology and Management,,International Journal of Services Technology and Management,4250,2271,0.5344
88920680,Intangible Capital,,,Intangible Capital,20447,10933,0.5347
2898418539,International Journal of Innovation Studies,,,International Journal of Innovation Studies,10448,5589,0.5349
2739380121,Scientific Annals of Economics and Business,,,Scientific Annals of Economics and Business,13141,7029,0.5349
4210218165,Asia-Pacific Management Accounting Journal,Asia-Pacific Management Accounting Journal,,Asia-Pacific Management Accounting Journal,10496,5619,0.5353
4210230833,Journal of Business and Economics,Journal of Business and Economics,,,1409,755,0.5358
86125002,Environmental and Resource Economics,Environmental and Resource Economics,Environmental and Resource Economics,ENVIRONMENTAL & RESOURCE ECONOMICS,70303,37667,0.5358
2739286606,International Journal of Management and Economics,,,International Journal of Management and Economics,6301,3380,0.5364
68754933,Organization Management Journal,Organization Management Journal,,,13611,7301,0.5364
4210168278,International Journal of Global Business and Competitiveness,International Journal of Global Business and Competitiveness,,,5365,2880,0.5368
4210199549,The Journal of Prediction Markets,The Journal of Prediction Markets,,,3493,1875,0.5368
173807628,International Journal of Consumer Studies,International Journal of Consumer Studies,,International Journal of Consumer Studies,90247,48467,0.537
2764927701,International Business Research,International Business Research,,,79138,42498,0.537
151491554,The Geneva Papers on Risk and Insurance Issues and Practice,Geneva Papers on Risk and Insurance: Issues and Practice,Geneva Papers on Risk and Insurance: Issues and Practic,GENEVA PAPERS ON RISK AND INSURANCE-ISSUES AND PRACTICE,20393,10962,0.5375
4210206337,Journal of Accounting Business and Management (JABM),"Journal of Accounting, Business and Management",,,4253,2286,0.5375
4306513120,Indian Journal of Economics & Business,Indian Journal of Economics and Business,,,199,107,0.5377
175672440,Regional Studies,,Regional Studies,REGIONAL STUDIES,113306,61152,0.5397
4210209416,Green Finance,,,Green Finance,7450,4022,0.5399
163374072,International Journal of Foresight and Innovation Policy,International Journal of Foresight and Innovation Policy,,,1689,912,0.54
151404345,Journal of Post Keynesian Economics,Journal of Post Keynesian Economics,Journal of Post Keynesian Economics,JOURNAL OF POST KEYNESIAN ECONOMICS,18733,10116,0.54
2764846857,Economics and Business Review/The Poznań University of Economics Review,Economics and Business Review,,Economics and Business Review,10997,5941,0.5402
178634671,Financial Accountability and Management,,Financial Accountability and Management,Financial Accountability & Management,22124,11957,0.5405
179517972,Canadian Journal of Agricultural Economics/Revue canadienne d agroeconomie,,,CANADIAN JOURNAL OF AGRICULTURAL ECONOMICS-REVUE CANADIENNE D AGROECONOMIE,15073,8153,0.5409
113426170,Compensation & Benefits Review,Compensation and Benefits Review,,,2333,1262,0.5409
59042063,Asian-Pacific Economic Literature,Asian-Pacific Economic Literature,,Asian-Pacific Economic Literature,10463,5663,0.5412
182651638,Economic Systems Research,Economic Systems Research,,Economic Systems Research,15731,8513,0.5412
4210191712,Malaysian Journal of Economic Studies,Malaysian Journal of Economic Studies,,Malaysian Journal of Economic Studies,4477,2425,0.5417
137473582,Strategy and Leadership,Strategy & Leadership,,,598,324,0.5418
182336501,Career Development International,Career Development International,Career Development International,Career Development International,40289,21831,0.5419
185930956,Contemporary Economic Policy,Contemporary Economic Policy,,CONTEMPORARY ECONOMIC POLICY,25306,13721,0.5422
2764876032,International Journal of Finance and Accounting,International Journal of Finance and Accounting,,,118,64,0.5424
106686155,Journal of Risk and Uncertainty,Journal of Risk and Uncertainty,Journal of Risk and Uncertainty,JOURNAL OF RISK AND UNCERTAINTY,18287,9920,0.5425
13669392,German Economic Review,German Economic Review,German Economic Review,German Economic Review,12762,6926,0.5427
18095783,Journal of Business and Economic Statistics,,Journal of Business and Economic Statistics,JOURNAL OF BUSINESS & ECONOMIC STATISTICS,42309,22969,0.5429
4210187577,Market-Tržište,,,Market-Trziste,6489,3525,0.5432
72880728,The Journal of Economic Perspectives,Journal of Economic Perspectives,Journal of Economic Perspectives,JOURNAL OF ECONOMIC PERSPECTIVES,21692,11788,0.5434
185253248,Human Resource Management Review,,Human Resource Management Review,HUMAN RESOURCE MANAGEMENT REVIEW,61899,33637,0.5434
2737582874,Studies in Business and Economics,,,Studies in Business and Economics,15087,8200,0.5435
166002381,Journal of Applied Psychology,,Journal of Applied Psychology,JOURNAL OF APPLIED PSYCHOLOGY,86424,46978,0.5436
4210194271,International Journal of Applied Behavioral Economics,,,International Journal of Applied Behavioral Economics,6133,3334,0.5436
87328381,Journal of Occupational and Organizational Psychology,,Journal of Occupational and Organizational Psychology,JOURNAL OF OCCUPATIONAL AND ORGANIZATIONAL PSYCHOLOGY,49303,26807,0.5437
4210240795,ReMark - Revista Brasileira de Marketing,REMark: Revista Brasileira de Marketing,,Revista Brasileira de Marketing,21462,11677,0.5441
4210219734,National Accounting Review,,,National Accounting Review,4607,2510,0.5448
152304618,The Leadership Quarterly,,Leadership Quarterly,LEADERSHIP QUARTERLY,102760,56006,0.545
4210187131,South East European Journal of Economics and Business,,,South East European Journal of Economics and Business,10352,5645,0.5453
4210216953,International Journal of Economic Policy Studies,,,International Journal of Economic Policy Studies,5399,2944,0.5453
180723199,Agribusiness,Agribusiness: an international journal,,Agribusiness,32321,17627,0.5454
26927318,Asian Journal on Quality,Asian Journal on Quality,,,1859,1014,0.5455
156716048,Economics of Governance,Economics of Governance,,Economics of Governance,10691,5836,0.5459
2736327412,"Contabilidade, Gestão e Governança/UNB Contábil",,,Contabilidade Gestao e Governanca,5514,3011,0.5461
4210239487,Italian Economic Journal,,,Italian Economic Journal,12204,6672,0.5467
166792937,Economics of Transition,Economics of Transition and Institutional Change,Economics of Transition,Economics of Transition and Institutional Change,10033,5485,0.5467
147692640,Journal of Urban Economics,,Journal of Urban Economics,JOURNAL OF URBAN ECONOMICS,34825,19043,0.5468
4404663202,Economic Sciences.,Economic Sciences,,,148,81,0.5473
4210218074,International Journal of Modelling in Operations Management,International Journal of Modelling in Operations Management,,,1878,1028,0.5474
2764950559,International Journal of Financial Research,International Journal of Financial Research,,,33386,18277,0.5474
61446109,Human Relations,Human Relations,Human Relations,HUMAN RELATIONS,87059,47686,0.5477
2738214312,The South East Asian Journal of Management,South East Asian Journal of Management,,South East Asian Journal of Management,4071,2230,0.5478
2764466227,IIM Kozhikode Society & Management Review,,,IIM Kozhikode Society & Management Review,11224,6154,0.5483
30207186,CESifo Economic Studies,CESifo Economic Studies,,CESifo Economic Studies,13435,7366,0.5483
2764449665,Journal of Wine Economics,Journal of Wine Economics,,Journal of Wine Economics,8722,4783,0.5484
2764955566,The Indian Economic Journal,Indian Economic Journal,,,11224,6157,0.5486
185653637,Journal of agricultural and resource economics,Journal of Agricultural and Resource Economics,,JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS,295,162,0.5492
202812398,Information Systems Research,,Information Systems Research,INFORMATION SYSTEMS RESEARCH,63479,34867,0.5493
100141487,Growth and Change,,Growth and Change,,38687,21253,0.5494
94499970,Energy Economics,Energy Economics,Energy Economics,Energy Economics,307678,169115,0.5496
196716848,Journal of Human Capital,Journal of Human Capital,Journal of Human Capital,Journal of Human Capital,9483,5214,0.5498
4210182043,Arthaniti-Journal of Economic Theory and Practice,Arthaniti,,,3423,1882,0.5498
2764736659,Journal of Economic and Administrative Sciences,Journal of Economic and Administrative Sciences,,Journal of Economic and Administrative Sciences,1371,754,0.55
132210109,International Journal of Game Theory,,International Journal of Game Theory,INTERNATIONAL JOURNAL OF GAME THEORY,15948,8772,0.55
2738677470,Oeconomia Copernicana,,,Oeconomia Copernicana,18416,10130,0.5501
4210186250,Journal of Competitiveness,,,Journal of Competitiveness,15633,8601,0.5502
177205937,International Journal of Process Management and Benchmarking,International Journal of Process Management and Benchmarking,,,2218,1221,0.5505
200872515,Journal of Environmental Economics and Management,Journal of Environmental Economics and Management,Journal of Environmental Economics and Management,JOURNAL OF ENVIRONMENTAL ECONOMICS AND MANAGEMENT,57410,31617,0.5507
84210283,International Journal of Human Resources Development and Management,International Journal of Human Resources Development and Management,,,3314,1825,0.5507
62270215,International Journal of Information Systems and Supply Chain Management,,,International Journal of Information Systems and Supply Chain Management,12278,6764,0.5509
2737535994,Contaduría y Administración,Contaduria y Administracion,,,32018,17646,0.5511
174991077,Organization development journal,Organization Development Journal,,,292,161,0.5514
4210226436,Operations and Supply Chain Management An International Journal,,,Operations and Supply Chain Management-An International Journal,18101,9986,0.5517
2764958490,Iranian journal of management studies,Iranian Journal of Management Studies,,Iranian Journal of Management Studies,6198,3420,0.5518
60370010,Journal of the Knowledge Economy,Journal of the Knowledge Economy,,,139145,76795,0.5519
25359449,International Advances in Economic Research,International Advances in Economic Research,,International Advances in Economic Research,10782,5952,0.552
4210187713,NMIMS Management Review,,,NMIMS Management Review,3606,1991,0.5521
90027464,Journal of Time Series Econometrics,Journal of Time Series Econometrics,,,3794,2095,0.5522
976474146,Politická ekonomie,Politicka Ekonomie,,POLITICKA EKONOMIE,15564,8603,0.5527
2764594251,Engineering Economics,,,Inzinerine Ekonomika-Engineering Economics,33184,18356,0.5532
47389216,Economic and social review,Economic and Social Review,,ECONOMIC AND SOCIAL REVIEW,94,52,0.5532
29659387,Industrial and Commercial Training,,,INDUSTRIAL AND COMMERCIAL TRAINING,17647,9785,0.5545
149064342,Mathematical Social Sciences,,Mathematical Social Sciences,MATHEMATICAL SOCIAL SCIENCES,25803,14311,0.5546
2736497804,Revista Brasileira de Inovação,,,Revista Brasileira de Inovacao,7521,4172,0.5547
2764953695,International Review of Management and Business Research,International Review of Management and Business Research,,,8351,4634,0.5549
127742747,Journal of Econometrics,,Journal of Econometrics,Journal of Econometrics,112597,62485,0.5549
148936004,The International Journal of Digital Accounting Research,The International Journal of Digital Accounting Research,,,3630,2017,0.5556
4210211100,Global Business Perspectives,Global Business Perspectives,,,1974,1097,0.5557
2736629167,Journal of Economic Structures,Journal of Economic Structures,,,12515,6958,0.556
2912564958,Journal of Public Budgeting Accounting & Financial Management,"Journal of Public Budgeting, Accounting and Financial Management",,Journal of Public Budgeting Accounting & Financial Management,18506,10293,0.5562
4210230633,International Journal of Business and Management,International Journal of Business and Management,,,125386,69753,0.5563
4210180908,Financial Internet Quarterly,,,Financial Internet Quarterly,3600,2003,0.5564
184239247,Labour,Labour: review of labour economics and industrial relations,Labour,,13783,7670,0.5565
4210199421,Journal of CENTRUM Cathedra (JCC) The Business and Economics Research Journal,Journal of Centrum Cathedra,,,1704,950,0.5575
165087003,Journal of the European Economic Association,Journal of the European Economic Association,Journal of the European Economic Association,Journal of the European Economic Association,48221,26897,0.5578
37814254,De Economist,De Economist,,ECONOMIST-NETHERLANDS,11422,6372,0.5579
4210172557,Journal of Business and Economic Studies,Journal of Business and Economic Studies,,,1101,615,0.5586
67638930,Structural Change and Economic Dynamics,Structural Change and Economic Dynamics,,Structural Change and Economic Dynamics,72171,40324,0.5587
21663492,International Journal of Business Performance and Supply Chain Modelling,International Journal of Business Performance and Supply Chain Modelling,,,2219,1240,0.5588
193408319,Corporate Communications An International Journal,,,Corporate Communications,30851,17239,0.5588
95496512,Review of Development Economics,,,Review of Development Economics,47463,26527,0.5589
149285975,Land Economics,Land Economics: a quarterly journal devoted to the study of economic and social institutions,Land Economics,LAND ECONOMICS,19887,11116,0.559
992988095,Ekonomický časopis,Ekonomicky Casopis,,EKONOMICKY CASOPIS,3344,1870,0.5592
2898340276,Estudios Gerenciales,,,Estudios Gerenciales,27214,15224,0.5594
148368070,International Journal of Selection and Assessment,,International Journal of Selection and Assessment,INTERNATIONAL JOURNAL OF SELECTION AND ASSESSMENT,31846,17821,0.5596
4210226929,South Asian Journal of Human Resources Management,,,South Asian Journal of Human Resource Management,9152,5124,0.5599
72326750,Journal of technology management & innovation,Journal of Technology Management and Innovation,,,30394,17023,0.5601
195297104,Organizational Dynamics,,Organizational Dynamics,ORGANIZATIONAL DYNAMICS,1035,580,0.5604
151220816,Post-Communist Economies,Post-Communist Economies,,POST-COMMUNIST ECONOMIES,23722,13303,0.5608
81159284,International Journal of Quality & Reliability Management,International Journal of Quality and Reliability Management,International Journal of Quality and Reliability Managemen,International Journal of Quality & Reliability Management,67155,37666,0.5609
126012839,Applied Mathematical Finance,,Applied Mathematical Finance,,7578,4251,0.561
135812718,Asian Case Research Journal,Asian Case Research Journal,,Asian Case Research Journal,205,115,0.561
37376905,Journal of Public Policy & Marketing,,Journal of Public Policy and Marketing,JOURNAL OF PUBLIC POLICY & MARKETING,26254,14735,0.5612
2736877889,Management & Marketing,Management and Marketing,,Management & Marketing,13181,7401,0.5615
