unit_idx,unit_type,name,issn,field_eb,country_code,v,rank_v,a_p
130217899,institution,Åbo Akademi University,,,FI,0.795380126213728,898,43.49934371184371
184813773,institution,"California State University, East Bay",,,US,0.7945545469148032,899,31.226190476190474
11874761,institution,University of North Florida,,,US,0.7945315607319722,900,59.76829004329005
159650629,institution,University of Sassari,,,IT,0.7942556017926472,901,13.983333333333333
87445476,institution,Xi'an Jiaotong University,,,CN,0.7940914169667879,902,332.8642857142857
111112146,institution,Tallinn University of Technology,,,EE,0.7937186181180725,903,41.711415343915334
31419693,institution,Kyungpook National University,,,KR,0.7932911727677431,904,31.229166666666664
182534213,institution,Universidade do Porto,,,PT,0.7926372824952997,905,135.93315175565178
1328775524,institution,Zhejiang Sci-Tech University,,,CN,0.7925580746890651,906,42.866666666666674
2802355861,institution,Australian Institute of Business,,,AU,0.7920250727726783,907,32.55773809523809
88830068,institution,Shaanxi Normal University,,,CN,0.7906922036741295,908,22.238888888888884
201324441,institution,University of Ferrara,,,IT,0.7890070275634152,909,30.583333333333332
145581781,institution,Chongqing Technology and Business University,,,CN,0.7888453570232271,910,50.572222222222216
153806059,institution,Shanghai Business School,,,CN,0.7879720867076375,911,19.656746031746028
25846049,institution,National Tsing Hua University,,,TW,0.7875591680613576,912,47.30833333333333
22265921,institution,National Central University,,,TW,0.7875434940939012,913,40.131565656565655
194450716,institution,Jilin University,,,CN,0.7870356913314643,914,64.03392857142858
65353606,source,International Journal of Retail & Distribution Management,0959-0552,B,,0.7870098310890502,915,360.0
4210142311,institution,Excelia Business School,,,FR,0.7869254937267892,916,123.23849206349205
93320256,institution,University of Tampa,,,US,0.7858375633788772,917,55.656032116896604
4210118524,institution,Université Bourgogne Franche-Comté,,,FR,0.7857139381973159,918,31.609722222222217
94775995,source,European Business Review,0955-534X,B,,0.7855497388602161,919,212.0
66752286,institution,University of Milano-Bicocca,,,IT,0.784710569256215,920,83.86253607503608
83436808,institution,Hankuk University of Foreign Studies,,,KR,0.7843141713736284,921,50.391666666666666
86467917,institution,James Cook University,,,AU,0.7840637675547572,922,22.341666666666665
2764892107,source,Multinational Business Review,1525-383X,B,,0.7838880906686544,923,121.0
2764583656,source,Journal of Social Marketing,2042-6763,B,,0.782968688773264,924,118.0
154099455,institution,Shandong University,,,CN,0.7821351077614936,925,109.77420634920631
172901346,institution,St Petersburg University,,,RU,0.7821308390607781,926,63.79861111111112
173304897,institution,Universidad de Granada,,,ES,0.7815313045936365,927,153.6781746031746
41156924,institution,Victoria University of Wellington,,,NZ,0.7813246338371773,928,109.69910130718955
4210118689,institution,Joint Research Centre,,,IT,0.7788832441124963,929,5.166666666666667
2735010472,source,Journal of the Association for Consumer Research,2378-1815,B,,0.7766432999215124,930,24.0
119587767,source,Journal of Business and Industrial Marketing,0885-8624,B,,0.7766220155201252,931,772.0
20121455,institution,Bielefeld University,,,DE,0.7752970672283156,932,32.04166666666667
858936495,institution,ZHAW Zurich University of Applied Sciences,,,CH,0.7732760300515453,933,24.586111111111112
913481162,institution,Wageningen University & Research,,,NL,0.7730345607844288,934,75.16626984126987
191114782,source,Journal of Fashion Marketing and Management,1361-2026,B,,0.7728367642921494,935,223.0
182336501,source,Career Development International,1362-0436,B,,0.7723797030744157,936,182.0
142024983,institution,Prince Sultan University,,,SA,0.772325264511396,937,54.08313492063492
91203450,institution,University of Haifa,,,IL,0.7705504249235434,938,56.178968253968236
170810187,source,International Journal of Bank Marketing,0265-2323,B,,0.7704298044002558,939,331.0
184843921,institution,Hebei University of Technology,,,CN,0.7700109120173931,940,37.12222222222222
42468459,source,The Journal of Marketing Theory and Practice,1069-6679,B,,0.7698357517778819,941,194.0
113940042,institution,Shanghai University,,,CN,0.769556002317527,942,177.39900793650796
189158943,institution,University of Milan,,,IT,0.7693426484522767,943,51.14280303030303
223464139,institution,Linnaeus University,,,SE,0.7673301786207604,944,62.86400793650795
4575257,institution,Hanyang University,,,KR,0.766230433318604,945,171.51944444444442
4210112678,institution,University of the Coast,,,CO,0.766164540170556,946,14.076785714285716
530967,institution,Toronto Metropolitan University,,,CA,0.7653274700434993,947,160.1978354978355
154338468,institution,University of Fribourg,,,CH,0.7647950256984614,948,35.0608645983646
116067653,institution,University of Rome Tor Vergata,,,IT,0.7638381601543751,949,152.54940476190475
27825529,institution,California State University Los Angeles,,,US,0.7637556290962195,950,50.58452380952381
107036887,source,Asia Pacific Journal of Management,0217-4561,B,,0.7634313058200318,951,299.0
55952717,institution,Universidad Rovira i Virgili,,,ES,0.7629114018322657,952,27.38571428571428
148503350,source,Queueing Systems,0257-0130,B,,0.7626058830466126,953,231.0
138216421,institution,Eastern Michigan University,,,US,0.7621199299000675,954,31.675490196078425
1310145890,institution,International Monetary Fund,,,US,0.7614706951565627,955,4.833333333333334
189590672,institution,Kansas State University,,,US,0.7613150362042211,956,101.63360977029201
76198965,institution,Friedrich Schiller University Jena,,,DE,0.7605831790749823,957,29.320555555555558
184564680,institution,Inter-American Development Bank,,,US,0.7591795189088326,958,2.2666666666666666
130692619,institution,Bern University of Applied Sciences,,,CH,0.7589410578947968,959,23.19198028673835
99041443,institution,Mississippi State University,,,US,0.7583392716192379,960,64.40495540895486
122534668,institution,Marche Polytechnic University,,,IT,0.7583203470682017,961,73.48968253968255
2898409089,source,BRQ Business Research Quarterly,2340-9436,B,,0.7579242995288218,962,146.0
16076960,institution,COMSATS University Islamabad,,,PK,0.7577663495208354,963,178.15667027417027
69356397,institution,Xi’an Jiaotong-Liverpool University,,,CN,0.756662469523895,964,112.37579365079364
197347611,institution,Korea University,,,KR,0.7556933199167793,965,104.04786324786328
122266389,institution,University of Nebraska at Omaha,,,US,0.7538595700047037,966,46.915721040189126
177097968,institution,University of Tennessee at Chattanooga,,,US,0.7534283675542349,967,46.012123572170296
868834043,institution,University of the West of Scotland,,,GB,0.7530933827552481,968,45.11230158730159
4210130704,institution,University of Michigan–Dearborn,,,US,0.7518827002264898,969,24.974025974025967
141478581,source,Journal of Enterprise Information Management,1741-0398,B,,0.751656527876638,970,339.0
40814766,source,Journal of Marketing for HIGHER EDUCATION,0884-1241,B,,0.7513098984804447,971,133.0
24906876,institution,Institut Agro Montpellier,,,FR,0.7505207611335117,972,4.032936507936507
221716585,institution,The University of Texas at Tyler,,,US,0.7504696830810609,973,64.22083333333335
117841876,institution,Université Paris-Panthéon-Assas,,,FR,0.7504426980018517,974,8.306746031746032
2802079931,institution,Nord University,,,NO,0.7501155944145269,975,61.399404761904776
164936912,institution,The University of Texas at El Paso,,,US,0.7494962227536683,976,49.88242100578549
25254941,institution,Beijing Normal University,,,CN,0.749381093433607,977,72.07400793650793
100066346,institution,University of Stuttgart,,,DE,0.7481715280834721,978,67.17609126984128
47844,institution,Al Akhawayn University,,,MA,0.7475059485932503,979,30.004166666666663
184746854,institution,Lincoln University,,,NZ,0.7468762798349871,980,38.45833333333333
200845125,institution,Nanjing University of Information Science and Technology,,,CN,0.7465164692626907,981,41.647023809523816
90610280,institution,South China University of Technology,,,CN,0.7461014027212994,982,199.9043650793651
187481652,institution,Instituto Tecnológico Autónomo de México,,,MX,0.7441239633251632,983,15.727777777777778
2800207870,institution,Høyskolen Kristiania,,,NO,0.7439785370549289,984,41.82619047619048
